Dasv4 Series,Standard_D48as_v4,24
Dasv4 Series,Standard_D64as_v4,32
Dasv4 Series,Standard_D96as_v4,48
Dasv4 Series Dedicated Host,Dasv4_Type1,1
Dasv5 Internal Series Linux,Internal_D2as_v5,1
Dasv5 Internal Series Linux,Internal_D4as_v5,2
Dasv5 Internal Series Linux,Internal_D8as_v5,4
Dasv5 Internal Series Linux,Internal_D16as_v5,8
Dasv5 Internal Series Linux,Internal_D32as_v5,16
Dasv5 Internal Series Linux,Internal_D48as_v5,24
Dasv5 Internal Series Linux,Internal_D64as_v5,32
Dasv5 Internal Series Linux,Internal_D96as_v5,48
Dasv5 Promo Series Linux,Standard_D2as_v5_Promo,1
Dasv5 Promo Series Linux,Standard_D4as_v5_Promo,2
Dasv5 Promo Series Linux,Standard_D8as_v5_Promo,4
Dasv5 Promo Series Linux,Standard_D16as_v5_Promo,8
Dasv5 Promo Series Linux,Standard_D32as_v5_Promo,16
Dasv5 Promo Series Linux,Standard_D48as_v5_Promo,24
Dasv5 Promo Series Linux,Standard_D64as_v5_Promo,32
Dasv5 Promo Series Linux,Standard_D96as_v5_Promo,48
Dav4 Series,Standard_D2a_v4,1
Dav4 Series,Standard_D4a_v4,2
Dav4 Series,Standard_D8a_v4,4
Dav4 Series,Standard_D16a_v4,8
Dav4 Series,Standard_D32a_v4,16
Dav4 Series,Standard_D48a_v4,24
Dav4 Series,Standard_D64a_v4,32
Dav4 Series,Standard_D96a_v4,48
Ddsv4 Series,Standard_D2ds_v4,1
Ddsv4 Series,Standard_D4ds_v4,2
Ddsv4 Series,Standard_D8ds_v4,4
Ddsv4 Series,Standard_D16ds_v4,8
Ddsv4 Series,Standard_D32ds_v4,16
Ddsv4 Series,Standard_D48ds_v4,24
Ddsv4 Series,Standard_D64ds_v4,32
Ddsv4 Series Dedicated Host,Ddsv4_Type 1,1
Ddv4 Series,Standard_D2d_v4,1
Ddv4 Series,Standard_D4d_v4,2
Ddv4 Series,Standard_D8d_v4,4
Ddv4 Series,Standard_D16d_v4,8
Ddv4 Series,Standard_D32d_v4,16
Ddv4 Series,Standard_D48d_v4,24
Ddv4 Series,Standard_D64d_v4,32
Dsv4 Series,Standard_D2s_v4,1
Dsv4 Series,Standard_D4s_v4,2
Dsv4 Series,Standard_D8s_v4,4
Dsv4 Series,Standard_D16s_v4,8
Dsv4 Series,Standard_D32s_v4,16
Dsv4 Series,Standard_D48s_v4,24
Dsv4 Series,Standard_D64s_v4,32
Dv2 Series,Standard_D1_v2,1
Dv2 Series,Standard_D2_v2,2
Dv2 Series,Standard_D3_v2,4
Dv2 Series,Standard_D4_v2,8
Dv2 Series,Standard_D5_v2,16
Dv2 Series High Memory,Standard_D11_v2,1
Dv2 Series High Memory,Standard_D12_v2,2
Dv2 Series High Memory,Standard_D13_v2,4
Dv2 Series High Memory,Standard_D14_v2,8
Dv2 Series High Memory,Standard_D15_v2,10
Dv2 Series High Memory Isolated,Standard_D15i_v2,1
Dv3 Series,Standard_D2_v3,1
Dv3 Series,Standard_D4_v3,2
Dv3 Series,Standard_D8_v3,4
Dv3 Series,Standard_D16_v3,8
Dv3 Series,Standard_D32_v3,16
Dv3 Series,Standard_D48_v3,24
Dv3 Series,Standard_D64_v3,32
Dv4 Series,Standard_D2_v4,1
Dv4 Series,Standard_D4_v4,2
Dv4 Series,Standard_D8_v4,4
Dv4 Series,Standard_D16_v4,8
Dv4 Series,Standard_D32_v4,16
Dv4 Series,Standard_D48_v4,24
Dv4 Series,Standard_D64_v4,32
ESv3 Series,Standard_E2s_v3,1
ESv3 Series,Standard_E4s_v3,2
ESv3 Series,Standard_E4-2s_v3,2
ESv3 Series,Standard_E8s_v3,4
ESv3 Series,Standard_E8-4s_v3,4
ESv3 Series,Standard_E8-2s_v3,4
ESv3 Series,Standard_E16s_v3,8
ESv3 Series,Standard_E16-4s_v3,8
ESv3 Series,Standard_E16-8s_v3,8
ESv3 Series,Standard_E20s_v3,10
ESv3 Series,Standard_E32s_v3,16
ESv3 Series,Standard_E32-8s_v3,16
ESv3 Series,Standard_E32-16s_v3,16
ESv3 Series,Standard_E48s_v3,24
ESv3 Series,Standard_E64s_v3,28.8
ESv3 Series,Standard_E64-32s_v3,28.8
ESv3 Series,Standard_E64-16s_v3,28.8
ESv3 Series Dedicated Host,Esv3_Type1,1
ESv3 Series Dedicated Host,Esv3_Type2,1.107142857
ESv3 Series Dedicated Host,Esv3_Type3,1.428571429
ESv3 Series Isolated,Standard_E64is_v3,1
ESv4 Series Dedicated Host,Esv4_Type1,1
Eadsv5 Internal Series Linux,Internal_E2ads_v5,1
Eadsv5 Internal Series Linux,Internal_E4ads_v5,2
Eadsv5 Internal Series Linux,Internal_E8ads_v5,4
Eadsv5 Internal Series Linux,Internal_E16ads_v5,8
Eadsv5 Internal Series Linux,Internal_E20ads_v5,10
Eadsv5 Internal Series Linux,Internal_E32ads_v5,16
Eadsv5 Internal Series Linux,Internal_E48ads_v5,24
Eadsv5 Internal Series Linux,Internal_E64ads_v5,32
Eadsv5 Internal Series Linux,Internal_E96ads_v5,48
Easv4 Series,Standard_E2as_v4,1
Easv4 Series,Standard_E4-2as_v4,2
Easv4 Series,Standard_E4as_v4,2
Easv4 Series,Standard_E8-4as_v4,4
Easv4 Series,Standard_E8-2as_v4,4
Easv4 Series,Standard_E8as_v4,4
Easv4 Series,Standard_E16-4as_v4,8
Easv4 Series,Standard_E16-8as_v4,8
Easv4 Series,Standard_E16as_v4,8
Easv4 Series,Standard_E20as_v4,10
Easv4 Series,Standard_E32-16as_v4,16
Easv4 Series,Standard_E32as_v4,16
Easv4 Series,Standard_E32-8as_v4,16
Easv4 Series,Standard_E48as_v4,24
Easv4 Series,Standard_E64as_v4,32
Easv4 Series,Standard_E64-16as_v4,32
Easv4 Series,Standard_E64-32as_v4,32
Easv4 Series,Standard_E96as_v4,48
Easv4 Series,Standard_E96-24as_v4,48
Easv4 Series,Standard_E96-48as_v4,48
Easv4 Series,Standard_E96ias_v4,48
Easv4 Series Dedicated Host,Easv4_Type1,1
Easv5 Internal Series Linux,Internal_E2as_v5,1
Easv5 Internal Series Linux,Internal_E4as_v5,2
Easv5 Internal Series Linux,Internal_E8as_v5,4
Easv5 Internal Series Linux,Internal_E16as_v5,8
Easv5 Internal Series Linux,Internal_E20as_v5,10
Easv5 Internal Series Linux,Internal_E32as_v5,16
Easv5 Internal Series Linux,Internal_E48as_v5,24
Easv5 Internal Series Linux,Internal_E64as_v5,32
Easv5 Internal Series Linux,Internal_E96as_v5,48
Easv5 Promo Series Linux,Standard_E2as_v5_Promo,1
Easv5 Promo Series Linux,Standard_E4as_v5_Promo,2
Easv5 Promo Series Linux,Standard_E8as_v5_Promo,4
Easv5 Promo Series Linux,Standard_E16as_v5_Promo,8
Easv5 Promo Series Linux,Standard_E20as_v5_Promo,10
Easv5 Promo Series Linux,Standard_E32as_v5_Promo,16
